Name,State,Total_Population,Hispanic_Latino,White_Alone,Black_Alone,Asian_Alone,Pacific_Islander_Alone,Total_Housing_Units,State_FIPS,Place_FIPS,Hispanic_Latino_Pct,White_Alone_Pct,Black_Alone_Pct,Asian_Alone_Pct,Pacific_Islander_Alone_Pct
"Kodiak Station CDP, Alaska",Alaska,1673,181,1242,44,67,5,462,02,41210,10.82,74.24,2.63,4.0,0.3
"Kotzebue city, Alaska",Alaska,3102,77,491,63,48,11,1021,02,41830,2.48,15.83,2.03,1.55,0.35
"Lazy Mountain CDP, Alaska",Alaska,1506,49,1287,1,7,1,666,02,43260,3.25,85.46,0.07,0.46,0.07
"Meadow Lakes CDP, Alaska",Alaska,9197,457,6929,93,136,36,3982,02,47735,4.97,75.34,1.01,1.48,0.39
"Metlakatla CDP, Alaska",Alaska,1454,43,143,4,0,4,586,02,48870,2.96,9.83,0.28,0.0,0.28
"Mill Bay CDP, Alaska",Alaska,4216,289,2413,9,409,40,1700,02,49200,6.85,57.23,0.21,9.7,0.95
"Nikiski CDP, Alaska",Alaska,4456,150,3405,17,51,13,2063,02,54050,3.37,76.41,0.38,1.14,0.29
"Nome city, Alaska",Alaska,3699,120,961,32,78,3,1491,02,54920,3.24,25.98,0.87,2.11,0.08
"North Lakes CDP, Alaska",Alaska,9450,530,7111,69,160,19,3661,02,55745,5.61,75.25,0.73,1.69,0.2
"North Pole city, Alaska",Alaska,2243,168,1449,107,104,23,1002,02,55910,7.49,64.6,4.77,4.64,1.03
"Palmer city, Alaska",Alaska,5888,364,4099,91,95,44,2408,02,58660,6.18,69.62,1.55,1.61,0.75
"Petersburg CDP, Alaska",Alaska,3043,151,2159,43,112,12,1371,02,60310,4.96,70.95,1.41,3.68,0.39
"Point MacKenzie CDP, Alaska",Alaska,1852,91,812,122,35,42,293,02,61788,4.91,43.84,6.59,1.89,2.27
"Prudhoe Bay CDP, Alaska",Alaska,1310,145,987,30,15,23,1,02,64380,11.07,75.34,2.29,1.15,1.76
"Ridgeway CDP, Alaska",Alaska,2136,104,1707,12,24,1,1094,02,65345,4.87,79.92,0.56,1.12,0.05
"Salamatof CDP, Alaska",Alaska,1078,22,757,27,5,3,329,02,66510,2.04,70.22,2.5,0.46,0.28
"Seward city, Alaska",Alaska,2717,164,1799,104,50,22,1152,02,68560,6.04,66.21,3.83,1.84,0.81
"Sitka city and borough, Alaska",Alaska,8458,501,5050,37,573,14,4139,02,70540,5.92,59.71,0.44,6.77,0.17
"Skagway CDP, Alaska",Alaska,1164,40,988,6,39,0,709,02,70760,3.44,84.88,0.52,3.35,0.0
"Soldotna city, Alaska",Alaska,4342,241,3321,38,85,25,2155,02,71640,5.55,76.49,0.88,1.96,0.58
"South Lakes CDP, Alaska",Alaska,5229,236,4065,62,74,11,2055,02,72135,4.51,77.74,1.19,1.42,0.21
"Steele Creek CDP, Alaska",Alaska,6437,303,4978,51,105,25,2695,02,72985,4.71,77.33,0.79,1.63,0.39
"Sterling CDP, Alaska",Alaska,5918,188,4950,21,73,16,3611,02,73070,3.18,83.64,0.35,1.23,0.27
"Susitna North CDP, Alaska",Alaska,1564,63,1307,1,11,0,1772,02,74350,4.03,83.57,0.06,0.7,0.0
"Sutton-Alpine CDP, Alaska",Alaska,1038,38,739,5,14,1,493,02,74525,3.66,71.19,0.48,1.35,0.1
"Talkeetna CDP, Alaska",Alaska,1055,18,918,3,13,0,998,02,74830,1.71,87.01,0.28,1.23,0.0
"Tanaina CDP, Alaska",Alaska,8817,487,6793,51,95,27,3225,02,75077,5.52,77.04,0.58,1.08,0.31
"Tok CDP, Alaska",Alaska,1243,31,842,4,12,0,704,02,77800,2.49,67.74,0.32,0.97,0.0
"Unalaska city, Alaska",Alaska,4254,594,1326,221,1483,221,776,02,80770,13.96,31.17,5.2,34.86,5.2
"Utqiaġvik city, Alaska",Alaska,4927,173,665,70,591,286,1550,02,81920,3.51,13.5,1.42,12.0,5.8
"Valdez city, Alaska",Alaska,3985,269,2905,33,102,30,1758,02,82200,6.75,72.9,0.83,2.56,0.75
"Wasilla city, Alaska",Alaska,9054,527,6543,129,178,62,3869,02,83080,5.82,72.27,1.42,1.97,0.68
"Willow CDP, Alaska",Alaska,2196,26,1868,17,22,1,2228,02,85280,1.18,85.06,0.77,1.0,0.05
"Wrangell city and borough, Alaska",Alaska,2127,76,1341,0,25,2,1273,02,86380,3.57,63.05,0.0,1.18,0.09
"Ajo CDP, Arizona",Arizona,3039,1104,1572,23,59,3,2051,04,00870,36.33,51.73,0.76,1.94,0.1
"Anthem CDP, Arizona",Arizona,23190,2228,18630,431,559,31,9278,04,02430,9.61,80.34,1.86,2.41,0.13
"Apache Junction city, Arizona",Arizona,38499,6647,29283,404,357,48,22149,04,02830,17.27,76.06,1.05,0.93,0.12
"Arizona City CDP, Arizona",Arizona,9868,3398,5373,430,65,6,4586,04,03530,34.43,54.45,4.36,0.66,0.06
"Arizona Village CDP, Arizona",Arizona,1057,197,353,6,0,6,560,04,03915,18.64,33.4,0.57,0.0,0.57
"Avenue B and C CDP, Arizona",Arizona,4101,3252,687,49,11,0,1964,04,04710,79.3,16.75,1.19,0.27,0.0
"Avondale city, Arizona",Arizona,89334,49678,23127,8272,3445,339,29084,04,04720,55.61,25.89,9.26,3.86,0.38
"Avra Valley CDP, Arizona",Arizona,5569,1162,3982,76,21,0,2362,04,04880,20.87,71.5,1.36,0.38,0.0
"Bagdad CDP, Arizona",Arizona,1932,502,1260,4,27,2,821,04,05140,25.98,65.22,0.21,1.4,0.1
"Beaver Dam CDP, Arizona",Arizona,1552,298,1175,8,3,0,1286,04,05490,19.2,75.71,0.52,0.19,0.0
"Bellemont CDP, Arizona",Arizona,1167,227,791,5,32,2,453,04,05700,19.45,67.78,0.43,2.74,0.17
"Benson city, Arizona",Arizona,5355,969,3887,57,43,21,3114,04,05770,18.1,72.59,1.06,0.8,0.39
"Bisbee city, Arizona",Arizona,4923,1634,2986,33,24,2,3138,04,06260,33.19,60.65,0.67,0.49,0.04
"Black Canyon City CDP, Arizona",Arizona,2677,191,2261,16,17,2,1507,04,06610,7.13,84.46,0.6,0.64,0.07
"Blackwater CDP, Arizona",Arizona,1190,189,19,1,2,0,360,04,06820,15.88,1.6,0.08,0.17,0.0
"Buckeye city, Arizona",Arizona,91502,35637,43071,6187,1435,234,30860,04,07940,38.95,47.07,6.76,1.57,0.26
"Bullhead City city, Arizona",Arizona,41348,9848,28030,542,585,78,24503,04,08220,23.82,67.79,1.31,1.41,0.19
"Bylas CDP, Arizona",Arizona,1782,18,10,2,0,0,454,04,08710,1.01,0.56,0.11,0.0,0.0
"Cactus Flats CDP, Arizona",Arizona,1524,430,1020,5,2,1,618,04,08920,28.22,66.93,0.33,0.13,0.07
"Camp Verde town, Arizona",Arizona,12147,1986,8406,69,69,13,5199,04,09690,16.35,69.2,0.57,0.57,0.11
"Canyon Day CDP, Arizona",Arizona,1205,16,3,3,27,0,331,04,10040,1.33,0.25,0.25,2.24,0.0
"Carefree town, Arizona",Arizona,3690,166,3368,31,38,2,2536,04,10180,4.5,91.27,0.84,1.03,0.05
"Casa Blanca CDP, Arizona",Arizona,1727,156,8,1,2,0,445,04,10460,9.03,0.46,0.06,0.12,0.0
"Casa Grande city, Arizona",Arizona,53658,21568,25089,2413,1005,158,23512,04,10530,40.2,46.76,4.5,1.87,0.29
"Casas Adobes CDP, Arizona",Arizona,70973,17906,45126,1507,2917,120,31939,04,10670,25.23,63.58,2.12,4.11,0.17
"Catalina CDP, Arizona",Arizona,7551,1856,5151,74,78,12,3427,04,11160,24.58,68.22,0.98,1.03,0.16
"Catalina Foothills CDP, Arizona",Arizona,52401,6486,39291,713,3233,58,27623,04,11230,12.38,74.98,1.36,6.17,0.11
"Cave Creek town, Arizona",Arizona,4892,357,4258,13,64,5,2739,04,11300,7.3,87.04,0.27,1.31,0.1
"Centennial Park CDP, Arizona",Arizona,1578,8,1561,0,1,0,285,04,11500,0.51,98.92,0.0,0.06,0.0
"Central Heights-Midland City CDP, Arizona",Arizona,2319,765,1357,15,1,0,1122,04,11720,32.99,58.52,0.65,0.04,0.0
"Chandler city, Arizona",Arizona,275987,62257,147119,15564,32710,571,108388,04,12000,22.56,53.31,5.64,11.85,0.21
"Chinle CDP, Arizona",Arizona,4573,70,217,33,91,0,1571,04,12770,1.53,4.75,0.72,1.99,0.0
"Chino Valley town, Arizona",Arizona,13020,2095,9998,58,100,16,5754,04,12840,16.09,76.79,0.45,0.77,0.12
"Cibecue CDP, Arizona",Arizona,1816,22,14,4,20,0,470,04,13400,1.21,0.77,0.22,1.1,0.0
"Cienega Springs CDP, Arizona",Arizona,1690,214,1326,11,17,0,2091,04,13540,12.66,78.46,0.65,1.01,0.0
"Citrus Park CDP, Arizona",Arizona,5194,1006,3713,111,88,1,1680,04,13820,19.37,71.49,2.14,1.69,0.02
"Clarkdale town, Arizona",Arizona,4424,616,3302,27,44,5,2176,04,13890,13.92,74.64,0.61,0.99,0.11
"Claypool CDP, Arizona",Arizona,1395,600,673,14,11,1,674,04,13960,43.01,48.24,1.0,0.79,0.07
"Clifton town, Arizona",Arizona,3933,2120,1493,33,21,0,1566,04,14380,53.9,37.96,0.84,0.53,0.0
"Alexander city, Arkansas",Arkansas,3385,1272,1230,687,28,0,1267,05,00580,37.58,36.34,20.3,0.83,0.0
"Alma city, Arkansas",Arkansas,5825,255,4826,107,39,0,2416,05,00970,4.38,82.85,1.84,0.67,0.0
"Arkadelphia city, Arkansas",Arkansas,10380,470,5994,3255,137,13,4349,05,01870,4.53,57.75,31.36,1.32,0.13
"Ashdown city, Arkansas",Arkansas,4261,157,2476,1371,5,5,1989,05,02380,3.68,58.11,32.18,0.12,0.12
"Ash Flat city, Arkansas",Arkansas,1137,34,1027,6,8,0,451,05,02470,2.99,90.33,0.53,0.7,0.0
"Atkins city, Arkansas",Arkansas,2859,99,2556,21,7,1,1286,05,02590,3.46,89.4,0.73,0.24,0.03
"Augusta city, Arkansas",Arkansas,1998,37,959,908,4,0,1053,05,02740,1.85,48.0,45.45,0.2,0.0
"Austin city, Arkansas",Arkansas,3460,190,2936,75,58,3,1269,05,02860,5.49,84.86,2.17,1.68,0.09
"Avilla CDP, Arkansas",Arkansas,1325,28,1202,18,5,2,521,05,03010,2.11,90.72,1.36,0.38,0.15
"Bald Knob city, Arkansas",Arkansas,2522,125,2132,102,9,0,1205,05,03280,4.96,84.54,4.04,0.36,0.0
"Barling city, Arkansas",Arkansas,4782,531,3417,108,213,4,2113,05,03640,11.1,71.46,2.26,4.45,0.08
"Batesville city, Arkansas",Arkansas,11191,2103,7807,479,222,12,4815,05,04030,18.79,69.76,4.28,1.98,0.11
"Bay city, Arkansas",Arkansas,1876,27,1684,62,2,2,805,05,04180,1.44,89.77,3.3,0.11,0.11
"Beebe city, Arkansas",Arkansas,8437,371,6858,527,73,2,3457,05,04600,4.4,81.28,6.25,0.87,0.02
"Bella Vista city, Arkansas",Arkansas,30104,1354,26296,209,215,25,14062,05,04840,4.5,87.35,0.69,0.71,0.08
"Benton city, Arkansas",Arkansas,35014,2030,27156,3441,488,11,14785,05,05290,5.8,77.56,9.83,1.39,0.03
"Bentonville city, Arkansas",Arkansas,54164,5434,34687,1653,8427,228,22436,05,05320,10.03,64.04,3.05,15.56,0.42
"Berryville city, Arkansas",Arkansas,5682,1542,3425,15,118,257,2214,05,05560,27.14,60.28,0.26,2.08,4.52
"Bethel Heights city, Arkansas",Arkansas,3015,1346,1087,53,98,309,875,05,05740,44.64,36.05,1.76,3.25,10.25
"Blytheville city, Arkansas",Arkansas,13406,542,4175,8044,112,3,6896,05,07330,4.04,31.14,60.0,0.84,0.02
"Bono city, Arkansas",Arkansas,2409,88,2079,110,0,0,1025,05,07630,3.65,86.3,4.57,0.0,0.0
"Booneville city, Arkansas",Arkansas,3809,137,3346,22,24,1,1785,05,07720,3.6,87.84,0.58,0.63,0.03
