Name,State,Total_Population,Hispanic_Latino,White_Alone,Black_Alone,Asian_Alone,Pacific_Islander_Alone,Total_Housing_Units,State_FIPS,Place_FIPS,Hispanic_Latino_Pct,White_Alone_Pct,Black_Alone_Pct,Asian_Alone_Pct,Pacific_Islander_Alone_Pct
"Grimes city, Iowa",Iowa,15392,684,13333,434,358,7,6062,19,33060,4.44,86.62,2.82,2.33,0.05
"Grinnell city, Iowa",Iowa,9564,357,8339,305,204,21,4039,19,33105,3.73,87.19,3.19,2.13,0.22
"Grundy Center city, Iowa",Iowa,2796,34,2669,17,10,0,1281,19,33195,1.22,95.46,0.61,0.36,0.0
"Guthrie Center city, Iowa",Iowa,1593,66,1457,11,13,3,848,19,33420,4.14,91.46,0.69,0.82,0.19
"Guttenberg city, Iowa",Iowa,1817,15,1738,8,4,1,1047,19,33465,0.83,95.65,0.44,0.22,0.06
"Hampton city, Iowa",Iowa,4337,1249,2936,22,28,0,1937,19,33960,28.8,67.7,0.51,0.65,0.0
"Harlan city, Iowa",Iowa,4893,225,4404,40,43,3,2348,19,34500,4.6,90.01,0.82,0.88,0.06
"Hartley city, Iowa",Iowa,1605,136,1386,24,5,0,754,19,34725,8.47,86.36,1.5,0.31,0.0
"Hawarden city, Iowa",Iowa,2700,726,1894,5,2,0,1123,19,35265,26.89,70.15,0.19,0.07,0.0
"Hiawatha city, Iowa",Iowa,7183,274,5700,481,316,14,3332,19,35940,3.81,79.35,6.7,4.4,0.19
"Holstein city, Iowa",Iowa,1501,100,1345,20,8,2,712,19,36840,6.66,89.61,1.33,0.53,0.13
"Hudson city, Iowa",Iowa,2546,66,2382,20,17,0,1035,19,37470,2.59,93.56,0.79,0.67,0.0
"Hull city, Iowa",Iowa,2384,312,1996,2,18,0,865,19,37515,13.09,83.72,0.08,0.76,0.0
"Humboldt city, Iowa",Iowa,4792,303,4332,39,16,0,2256,19,37560,6.32,90.4,0.81,0.33,0.0
"Huxley city, Iowa",Iowa,4244,107,3908,51,23,0,1599,19,37920,2.52,92.08,1.2,0.54,0.0
"Ida Grove city, Iowa",Iowa,2051,53,1950,5,2,4,1083,19,38010,2.58,95.08,0.24,0.1,0.2
"Independence city, Iowa",Iowa,6064,138,5670,36,38,2,2834,19,38100,2.28,93.5,0.59,0.63,0.03
"Indianola city, Iowa",Iowa,15833,438,14529,151,112,7,6409,19,38280,2.77,91.76,0.95,0.71,0.04
"Iowa City city, Iowa",Iowa,74828,5451,52796,7574,5457,12,32854,19,38595,7.28,70.56,10.12,7.29,0.02
"Iowa Falls city, Iowa",Iowa,5106,335,4490,56,44,0,2422,19,38640,6.56,87.94,1.1,0.86,0.0
"Janesville city, Iowa",Iowa,1034,12,992,0,5,0,455,19,39405,1.16,95.94,0.0,0.48,0.0
"Jefferson city, Iowa",Iowa,4182,155,3853,14,29,1,2091,19,39450,3.71,92.13,0.33,0.69,0.02
"Jesup city, Iowa",Iowa,2508,41,2397,9,4,2,1085,19,39585,1.63,95.57,0.36,0.16,0.08
"Jewell Junction city, Iowa",Iowa,1216,74,1084,8,9,0,517,19,39675,6.09,89.14,0.66,0.74,0.0
"Johnston city, Iowa",Iowa,24064,934,19401,1393,1506,9,9896,19,39765,3.88,80.62,5.79,6.26,0.04
"Kalona city, Iowa",Iowa,2630,138,2386,24,8,0,1155,19,40170,5.25,90.72,0.91,0.3,0.0
"Kent Estates CDP, Iowa",Iowa,2074,73,1904,16,29,0,720,19,40733,3.52,91.8,0.77,1.4,0.0
"Keokuk city, Iowa",Iowa,9900,217,8646,365,60,3,4756,19,40845,2.19,87.33,3.69,0.61,0.03
"Kingsley city, Iowa",Iowa,1396,31,1328,8,1,2,626,19,41385,2.22,95.13,0.57,0.07,0.14
"Knoxville city, Iowa",Iowa,7595,180,6937,109,36,1,3494,19,42015,2.37,91.34,1.44,0.47,0.01
"Lake City city, Iowa",Iowa,1731,26,1654,3,5,0,822,19,42465,1.5,95.55,0.17,0.29,0.0
"Lake Mills city, Iowa",Iowa,2143,180,1884,20,8,0,1051,19,42555,8.4,87.91,0.93,0.37,0.0
"Lake Panorama CDP, Iowa",Iowa,1266,10,1226,2,0,0,1140,19,42575,0.79,96.84,0.16,0.0,0.0
"Lake Park city, Iowa",Iowa,1167,14,1114,4,2,0,626,19,42600,1.2,95.46,0.34,0.17,0.0
"Lake View city, Iowa",Iowa,1113,16,1081,1,0,0,868,19,42690,1.44,97.12,0.09,0.0,0.0
"Lamoni city, Iowa",Iowa,1969,143,1609,71,28,18,904,19,42960,7.26,81.72,3.61,1.42,0.91
"La Porte City city, Iowa",Iowa,2284,35,2203,8,1,0,1010,19,43365,1.53,96.45,0.35,0.04,0.0
"Laurens city, Iowa",Iowa,1264,92,1067,23,11,0,691,19,43725,7.28,84.41,1.82,0.87,0.0
"Le Claire city, Iowa",Iowa,4710,170,4157,100,65,0,1966,19,44085,3.61,88.26,2.12,1.38,0.0
"Le Mars city, Iowa",Iowa,10571,1008,8809,305,85,77,4521,19,44400,9.54,83.33,2.89,0.8,0.73
"Lenox city, Iowa",Iowa,1339,341,973,0,1,1,638,19,44490,25.47,72.67,0.0,0.07,0.07
"Leon city, Iowa",Iowa,1822,34,1715,10,4,2,871,19,44535,1.87,94.13,0.55,0.22,0.11
"Lisbon city, Iowa",Iowa,2233,39,2116,17,5,0,922,19,45615,1.75,94.76,0.76,0.22,0.0
"Logan city, Iowa",Iowa,1397,19,1341,3,1,0,636,19,46155,1.36,95.99,0.21,0.07,0.0
"Lone Tree city, Iowa",Iowa,1357,89,1210,8,8,0,593,19,46335,6.56,89.17,0.59,0.59,0.0
"Madrid city, Iowa",Iowa,2802,70,2623,14,8,0,1227,19,48450,2.5,93.61,0.5,0.29,0.0
"Malvern city, Iowa",Iowa,1046,23,978,1,3,1,474,19,48720,2.2,93.5,0.1,0.29,0.1
"Manchester city, Iowa",Iowa,5065,109,4679,90,20,0,2395,19,48810,2.15,92.38,1.78,0.39,0.0
"Manly city, Iowa",Iowa,1256,34,1165,9,3,0,600,19,48900,2.71,92.75,0.72,0.24,0.0
"Manning city, Iowa",Iowa,1455,16,1391,0,11,0,747,19,48945,1.1,95.6,0.0,0.76,0.0
"Manson city, Iowa",Iowa,1709,39,1630,8,5,0,857,19,48990,2.28,95.38,0.47,0.29,0.0
"Mapleton city, Iowa",Iowa,1165,32,1099,5,0,0,586,19,49170,2.75,94.33,0.43,0.0,0.0
"Maquoketa city, Iowa",Iowa,6128,105,5528,80,31,181,2888,19,49215,1.71,90.21,1.31,0.51,2.95
"Marcus city, Iowa",Iowa,1079,41,979,12,2,0,540,19,49350,3.8,90.73,1.11,0.19,0.0
"Marengo city, Iowa",Iowa,2435,99,2223,6,10,0,1147,19,49395,4.07,91.29,0.25,0.41,0.0
"Marion city, Iowa",Iowa,41535,1301,36174,1249,905,12,17810,19,49485,3.13,87.09,3.01,2.18,0.03
"Marshalltown city, Iowa",Iowa,27591,8634,15892,708,1470,30,11248,19,49755,31.29,57.6,2.57,5.33,0.11
"Mason City city, Iowa",Iowa,27338,1820,23147,730,406,125,13584,19,50160,6.66,84.67,2.67,1.49,0.46
"Mechanicsville city, Iowa",Iowa,1020,31,952,8,4,0,488,19,50700,3.04,93.33,0.78,0.39,0.0
"Mediapolis city, Iowa",Iowa,1688,23,1571,23,2,0,684,19,50790,1.36,93.07,1.36,0.12,0.0
"Melcher-Dallas city, Iowa",Iowa,1195,15,1137,7,1,0,549,19,50935,1.26,95.15,0.59,0.08,0.0
"Milford city, Iowa",Iowa,3321,122,3045,27,20,1,1566,19,52095,3.67,91.69,0.81,0.6,0.03
"Missouri Valley city, Iowa",Iowa,2678,90,2477,3,13,0,1285,19,52860,3.36,92.49,0.11,0.49,0.0
"Mitchellville city, Iowa",Iowa,2485,102,2142,120,11,3,711,19,52950,4.1,86.2,4.83,0.44,0.12
"Monona city, Iowa",Iowa,1471,16,1408,4,10,0,720,19,53310,1.09,95.72,0.27,0.68,0.0
"Monroe city, Iowa",Iowa,1967,24,1880,2,6,1,857,19,53355,1.22,95.58,0.1,0.31,0.05
"Montezuma city, Iowa",Iowa,1442,29,1371,0,1,0,669,19,53490,2.01,95.08,0.0,0.07,0.0
"Monticello city, Iowa",Iowa,4040,115,3728,43,22,0,1843,19,53625,2.85,92.28,1.06,0.54,0.0
"Mount Ayr city, Iowa",Iowa,1623,32,1537,1,5,0,811,19,54480,1.97,94.7,0.06,0.31,0.0
"Atwood city, Kansas",Kansas,1290,122,1085,12,4,0,648,20,03150,9.46,84.11,0.93,0.31,0.0
"Auburn city, Kansas",Kansas,1273,61,1107,19,4,0,501,20,03250,4.79,86.96,1.49,0.31,0.0
"Augusta city, Kansas",Kansas,9256,514,7970,47,50,5,4002,20,03300,5.55,86.11,0.51,0.54,0.05
"Baldwin City city, Kansas",Kansas,4826,209,4141,89,34,6,1748,20,03900,4.33,85.81,1.84,0.7,0.12
"Basehor city, Kansas",Kansas,6896,369,5929,160,77,0,2596,20,04400,5.35,85.98,2.32,1.12,0.0
"Baxter Springs city, Kansas",Kansas,3888,119,3022,15,25,18,1898,20,04625,3.06,77.73,0.39,0.64,0.46
"Bel Aire city, Kansas",Kansas,8262,628,5969,801,366,3,3258,20,05337,7.6,72.25,9.69,4.43,0.04
"Belle Plaine city, Kansas",Kansas,1467,87,1267,8,2,0,653,20,05500,5.93,86.37,0.55,0.14,0.0
"Belleville city, Kansas",Kansas,2007,52,1856,5,10,5,1157,20,05600,2.59,92.48,0.25,0.5,0.25
"Beloit city, Kansas",Kansas,3404,111,3173,15,8,0,1788,20,05775,3.26,93.21,0.44,0.24,0.0
"Bonner Springs city, Kansas",Kansas,7837,1033,5704,509,54,14,3202,20,07975,13.18,72.78,6.49,0.69,0.18
"Buhler city, Kansas",Kansas,1325,70,1173,8,7,1,534,20,09200,5.28,88.53,0.6,0.53,0.08
"Burlington city, Kansas",Kansas,2634,88,2344,26,24,0,1325,20,09400,3.34,88.99,0.99,0.91,0.0
"Caldwell city, Kansas",Kansas,1025,46,912,2,5,0,574,20,09900,4.49,88.98,0.2,0.49,0.0
"Caney city, Kansas",Kansas,1788,83,1395,4,7,4,928,20,10375,4.64,78.02,0.22,0.39,0.22
"Carbondale city, Kansas",Kansas,1352,59,1204,2,11,0,622,20,10600,4.36,89.05,0.15,0.81,0.0
"Chanute city, Kansas",Kansas,8722,707,7262,112,60,6,4108,20,12500,8.11,83.26,1.28,0.69,0.07
"Chapman city, Kansas",Kansas,1377,86,1209,9,6,2,597,20,12550,6.25,87.8,0.65,0.44,0.15
"Cheney city, Kansas",Kansas,2181,74,2005,1,6,1,859,20,12775,3.39,91.93,0.05,0.28,0.05
"Cherryvale city, Kansas",Kansas,2192,116,1867,17,5,0,1021,20,12925,5.29,85.17,0.78,0.23,0.0
"Cimarron city, Kansas",Kansas,1981,405,1487,12,8,0,829,20,13275,20.44,75.06,0.61,0.4,0.0
"Clay Center city, Kansas",Kansas,4199,127,3857,36,31,0,2103,20,13625,3.02,91.86,0.86,0.74,0.0
"Clearwater city, Kansas",Kansas,2653,98,2377,5,6,0,985,20,13925,3.69,89.6,0.19,0.23,0.0
"Coffeyville city, Kansas",Kansas,8826,1114,5466,968,60,5,4538,20,14600,12.62,61.93,10.97,0.68,0.06
"Colby city, Kansas",Kansas,5570,452,4808,96,34,0,2496,20,14650,8.11,86.32,1.72,0.61,0.0
"Columbus city, Kansas",Kansas,2929,100,2487,13,6,0,1488,20,15075,3.41,84.91,0.44,0.2,0.0
"Colwich city, Kansas",Kansas,1455,49,1341,0,1,0,561,20,15100,3.37,92.16,0.0,0.07,0.0
"Concordia city, Kansas",Kansas,5111,297,4479,113,32,4,2512,20,15200,5.81,87.63,2.21,0.63,0.08
"Conway Springs city, Kansas",Kansas,1086,15,1008,0,1,0,482,20,15325,1.38,92.82,0.0,0.09,0.0
"Council Grove city, Kansas",Kansas,2140,152,1887,5,5,1,1050,20,15925,7.1,88.18,0.23,0.23,0.05
"Derby city, Kansas",Kansas,25625,1969,20667,587,468,21,10672,20,17800,7.68,80.65,2.29,1.83,0.08
"De Soto city, Kansas",Kansas,6118,1035,4649,48,36,0,2462,20,17850,16.92,75.99,0.78,0.59,0.0
"Dodge City city, Kansas",Kansas,27788,17759,8129,857,361,5,9869,20,18250,63.91,29.25,3.08,1.3,0.02
"Douglass city, Kansas",Kansas,1555,57,1375,5,17,0,680,20,18400,3.67,88.42,0.32,1.09,0.0
"Edgerton city, Kansas",Kansas,1748,121,1457,23,5,0,647,20,19825,6.92,83.35,1.32,0.29,0.0
"Edwardsville city, Kansas",Kansas,4717,614,3357,330,55,3,1786,20,20000,13.02,71.17,7.0,1.17,0.06
"El Dorado city, Kansas",Kansas,12870,694,10801,375,74,11,5838,20,20075,5.39,83.92,2.91,0.57,0.09
"Elkhart city, Kansas",Kansas,1888,444,1321,13,22,5,907,20,20350,23.52,69.97,0.69,1.17,0.26
"Ellinwood city, Kansas",Kansas,2011,90,1819,6,5,0,986,20,20425,4.48,90.45,0.3,0.25,0.0
"Ellis city, Kansas",Kansas,1958,73,1785,1,18,0,935,20,20450,3.73,91.16,0.05,0.92,0.0
"Ellsworth city, Kansas",Kansas,3066,221,2435,244,13,0,1144,20,20500,7.21,79.42,7.96,0.42,0.0
"Elwood city, Kansas",Kansas,1125,42,915,84,3,2,494,20,20950,3.73,81.33,7.47,0.27,0.18
"Emporia city, Kansas",Kansas,24139,6828,14956,584,538,5,11232,20,21275,28.29,61.96,2.42,2.23,0.02
"Erie city, Kansas",Kansas,1047,46,920,6,10,0,482,20,21500,4.39,87.87,0.57,0.96,0.0
"Eudora city, Kansas",Kansas,6408,393,5469,53,32,6,2412,20,21675,6.13,85.35,0.83,0.5,0.09
"Eureka city, Kansas",Kansas,2332,103,2043,13,23,0,1283,20,21800,4.42,87.61,0.56,0.99,0.0
"Fairway city, Kansas",Kansas,4170,188,3681,36,84,1,1822,20,22700,4.51,88.27,0.86,2.01,0.02
"Fort Riley CDP, Kansas",Kansas,9230,2042,4690,1576,404,78,1812,20,23975,22.12,50.81,17.07,4.38,0.85
"Fort Scott city, Kansas",Kansas,7552,237,6286,403,71,2,3639,20,24000,3.14,83.24,5.34,0.94,0.03
"Fredonia city, Kansas",Kansas,2151,90,1914,1,14,1,1168,20,24575,4.18,88.98,0.05,0.65,0.05
"Frontenac city, Kansas",Kansas,3382,132,2981,25,44,29,1475,20,24850,3.9,88.14,0.74,1.3,0.86
"Galena city, Kansas",Kansas,2761,90,2307,21,8,5,1315,20,25100,3.26,83.56,0.76,0.29,0.18
"Garden City city, Kansas",Kansas,28151,15217,9364,1292,1462,3,10431,20,25325,54.05,33.26,4.59,5.19,0.01
"Gardner city, Kansas",Kansas,23287,2378,17820,890,401,32,8294,20,25425,10.21,76.52,3.82,1.72,0.14
"Garnett city, Kansas",Kansas,3242,101,2916,11,29,0,1542,20,25925,3.12,89.94,0.34,0.89,0.0
"Girard city, Kansas",Kansas,2496,66,2197,46,11,0,1142,20,26300,2.64,88.02,1.84,0.44,0.0
"Goddard city, Kansas",Kansas,5084,429,4184,59,49,0,1757,20,26725,8.44,82.3,1.16,0.96,0.0
"Goodland city, Kansas",Kansas,4465,667,3509,97,12,1,2228,20,26875,14.94,78.59,2.17,0.27,0.02
"Grandview Plaza city, Kansas",Kansas,1697,258,891,292,48,41,987,20,27425,15.2,52.5,17.21,2.83,2.42
"Great Bend city, Kansas",Kansas,14733,3462,10382,217,53,1,7081,20,28300,23.5,70.47,1.47,0.36,0.01
"Shawnee city, Kansas",Kansas,67311,6201,51170,3749,2116,30,26465,20,64500,9.21,76.02,5.57,3.14,0.04
"Silver Lake city, Kansas",Kansas,1345,45,1225,2,2,2,601,20,65600,3.35,91.08,0.15,0.15,0.15
"Smith Center city, Kansas",Kansas,1571,40,1469,2,3,0,893,20,65925,2.55,93.51,0.13,0.19,0.0
"South Hutchinson city, Kansas",Kansas,2521,178,2160,51,12,1,1295,20,66750,7.06,85.68,2.02,0.48,0.04
"Spring Hill city, Kansas",Kansas,7952,403,6872,155,55,1,2906,20,67625,5.07,86.42,1.95,0.69,0.01
"Sterling city, Kansas",Kansas,2248,161,1900,83,15,0,942,20,68200,7.16,84.52,3.69,0.67,0.0
"Stockton city, Kansas",Kansas,1480,52,1332,16,0,4,733,20,68350,3.51,90.0,1.08,0.0,0.27
"Sublette city, Kansas",Kansas,1413,430,948,9,0,0,593,20,68775,30.43,67.09,0.64,0.0,0.0
"Syracuse city, Kansas",Kansas,1826,902,877,7,3,0,773,20,69850,49.4,48.03,0.38,0.16,0.0
"Tonganoxie city, Kansas",Kansas,5573,317,4756,79,35,1,2172,20,70800,5.69,85.34,1.42,0.63,0.02
"Topeka city, Kansas",Kansas,126587,20749,81243,12574,2043,135,60054,20,71000,16.39,64.18,9.93,1.61,0.11
"Towanda city, Kansas",Kansas,1447,53,1273,16,0,0,603,20,71125,3.66,87.98,1.11,0.0,0.0
"Ulysses city, Kansas",Kansas,5788,3325,2242,8,8,2,2274,20,71975,57.45,38.74,0.14,0.14,0.03
"Valley Center city, Kansas",Kansas,7340,580,6086,92,44,1,2789,20,73250,7.9,82.92,1.25,0.6,0.01
"Valley Falls city, Kansas",Kansas,1092,56,946,18,2,0,489,20,73300,5.13,86.63,1.65,0.18,0.0
"Halstead city, Kansas",Kansas,2179,102,1961,12,1,2,914,20,29600,4.68,90.0,0.55,0.05,0.09
"Harper city, Kansas",Kansas,1313,262,971,2,3,0,741,20,30175,19.95,73.95,0.15,0.23,0.0
"Haven city, Kansas",Kansas,1170,55,1026,9,2,0,525,20,30725,4.7,87.69,0.77,0.17,0.0
"Hays city, Kansas",Kansas,21116,1538,18108,297,241,0,9541,20,31100,7.28,85.75,1.41,1.14,0.0
"Haysville city, Kansas",Kansas,11262,844,9213,100,148,6,4371,20,31125,7.49,81.81,0.89,1.31,0.05
"Herington city, Kansas",Kansas,2109,117,1841,11,12,3,1263,20,31400,5.55,87.29,0.52,0.57,0.14
"Hesston city, Kansas",Kansas,3505,161,3103,57,59,0,1454,20,31600,4.59,88.53,1.63,1.68,0.0
"Hiawatha city, Kansas",Kansas,3280,144,2762,60,27,0,1590,20,31675,4.39,84.21,1.83,0.82,0.0
"Hill City city, Kansas",Kansas,1403,41,1274,27,13,0,760,20,32175,2.92,90.81,1.92,0.93,0.0
"Hillsboro city, Kansas",Kansas,2732,153,2341,87,21,1,1188,20,32275,5.6,85.69,3.18,0.77,0.04
"Hoisington city, Kansas",Kansas,2699,189,2329,27,8,0,1371,20,32550,7.0,86.29,1.0,0.3,0.0
"Holcomb city, Kansas",Kansas,2245,825,1268,21,8,0,722,20,32575,36.75,56.48,0.94,0.36,0.0
"Holton city, Kansas",Kansas,3401,303,2742,61,19,4,1599,20,32825,8.91,80.62,1.79,0.56,0.12
"Horton city, Kansas",Kansas,1523,93,1179,19,9,1,813,20,33200,6.11,77.41,1.25,0.59,0.07
"Hoxie city, Kansas",Kansas,1211,100,1056,0,7,0,572,20,33350,8.26,87.2,0.0,0.58,0.0
"Hugoton city, Kansas",Kansas,3747,1672,1928,18,22,0,1573,20,33425,44.62,51.45,0.48,0.59,0.0
"Humboldt city, Kansas",Kansas,1847,112,1593,25,2,0,903,20,33450,6.06,86.25,1.35,0.11,0.0
"Hutchinson city, Kansas",Kansas,40006,5172,30574,1600,271,24,18609,20,33625,12.93,76.42,4.0,0.68,0.06
"Independence city, Kansas",Kansas,8548,704,6508,459,72,4,4380,20,33875,8.24,76.13,5.37,0.84,0.05
"Inman city, Kansas",Kansas,1341,15,1262,7,3,0,580,20,34275,1.12,94.11,0.52,0.22,0.0
"Iola city, Kansas",Kansas,5396,270,4571,131,36,0,2679,20,34300,5.0,84.71,2.43,0.67,0.0
"Victoria city, Kansas",Kansas,1129,27,1065,5,0,0,532,20,73775,2.39,94.33,0.44,0.0,0.0
"WaKeeney city, Kansas",Kansas,1799,45,1674,2,10,0,1004,20,74450,2.5,93.05,0.11,0.56,0.0
"Wamego city, Kansas",Kansas,4841,236,4264,43,35,4,2051,20,75325,4.88,88.08,0.89,0.72,0.08
"Washington city, Kansas",Kansas,1071,54,961,6,0,1,559,20,75825,5.04,89.73,0.56,0.0,0.09
"Wathena city, Kansas",Kansas,1246,28,1140,17,8,4,550,20,76000,2.25,91.49,1.36,0.64,0.32
"Wellington city, Kansas",Kansas,7715,685,6284,137,43,0,3690,20,76475,8.88,81.45,1.78,0.56,0.0
"Wellsville city, Kansas",Kansas,1953,55,1767,8,5,0,795,20,76625,2.82,90.48,0.41,0.26,0.0
"Westwood city, Kansas",Kansas,1750,149,1469,12,53,0,825,20,77500,8.51,83.94,0.69,3.03,0.0
"Wichita city, Kansas",Kansas,397532,72786,233703,42228,19991,429,174295,20,79000,18.31,58.79,10.62,5.03,0.11
"Winfield city, Kansas",Kansas,11777,923,9037,473,411,78,5240,20,79950,7.84,76.73,4.02,3.49,0.66
"Yates Center city, Kansas",Kansas,1352,38,1235,7,0,0,753,20,80700,2.81,91.35,0.52,0.0,0.0
"Johnson City city, Kansas",Kansas,1464,777,624,2,1,0,607,20,35600,53.07,42.62,0.14,0.07,0.0
"Junction City city, Kansas",Kansas,22932,3615,11483,4444,821,271,10920,20,35750,15.76,50.07,19.38,3.58,1.18
"Kansas City city, Kansas",Kansas,156607,54144,53962,33105,7512,347,63446,20,36000,34.57,34.46,21.14,4.8,0.22
"Kechi city, Kansas",Kansas,2217,131,1795,96,45,1,871,20,36225,5.91,80.97,4.33,2.03,0.05
"Kingman city, Kansas",Kansas,3105,161,2768,16,28,0,1531,20,36950,5.19,89.15,0.52,0.9,0.0
"Kinsley city, Kansas",Kansas,1456,278,1106,11,1,0,813,20,37075,19.09,75.96,0.76,0.07,0.0
"La Crosse city, Kansas",Kansas,1266,59,1173,4,4,0,642,20,37500,4.66,92.65,0.32,0.32,0.0
"La Cygne city, Kansas",Kansas,1050,42,950,7,0,0,502,20,37575,4.0,90.48,0.67,0.0,0.0
"Lake Quivira city, Kansas",Kansas,1014,43,914,6,12,0,405,20,37975,4.24,90.14,0.59,1.18,0.0
"Lakin city, Kansas",Kansas,2205,815,1250,25,2,0,860,20,38175,36.96,56.69,1.13,0.09,0.0
"Lansing city, Kansas",Kansas,11239,806,8227,1242,175,20,3612,20,38650,7.17,73.2,11.05,1.56,0.18
"Larned city, Kansas",Kansas,3769,320,3134,91,16,0,2101,20,38700,8.49,83.15,2.41,0.42,0.0
"Lawrence city, Kansas",Kansas,94934,7329,69414,4868,4506,65,43421,20,38900,7.72,73.12,5.13,4.75,0.07
"Leavenworth city, Kansas",Kansas,37351,3294,25130,4993,642,109,14756,20,39000,8.82,67.28,13.37,1.72,0.29
"Leawood city, Kansas",Kansas,33902,1088,29013,502,1717,5,13484,20,39075,3.21,85.58,1.48,5.06,0.01
"Lenexa city, Kansas",Kansas,57434,4790,43591,3603,2367,38,25308,20,39350,8.34,75.9,6.27,4.12,0.07
"Leoti city, Kansas",Kansas,1475,585,818,1,0,2,669,20,39550,39.66,55.46,0.07,0.0,0.14
"Liberal city, Kansas",Kansas,19825,13499,4808,598,496,1,7389,20,39825,68.09,24.25,3.02,2.5,0.01
"Lincoln Center city, Kansas",Kansas,1171,99,1015,5,8,0,671,20,41300,8.45,86.68,0.43,0.68,0.0
"Lindsborg city, Kansas",Kansas,3776,226,3258,96,16,1,1469,20,41375,5.99,86.28,2.54,0.42,0.03
"Louisburg city, Kansas",Kansas,4969,181,4455,27,33,1,1894,20,42875,3.64,89.66,0.54,0.66,0.02
"Lyndon city, Kansas",Kansas,1037,17,967,1,1,1,454,20,43350,1.64,93.25,0.1,0.1,0.1
"Lyons city, Kansas",Kansas,3611,923,2470,32,6,0,1712,20,43525,25.56,68.4,0.89,0.17,0.0
"McConnell AFB CDP, Kansas",Kansas,1636,269,946,189,58,19,406,20,43675,16.44,57.82,11.55,3.55,1.16
"McPherson city, Kansas",Kansas,14082,1053,11703,321,176,3,6221,20,43950,7.48,83.11,2.28,1.25,0.02
"Maize city, Kansas",Kansas,5735,589,4474,158,91,4,2289,20,44200,10.27,78.01,2.76,1.59,0.07
"Manhattan city, Kansas",Kansas,54100,4980,39680,3062,2852,150,24342,20,44250,9.21,73.35,5.66,5.27,0.28
"Marion city, Kansas",Kansas,1922,64,1789,2,1,0,971,20,44750,3.33,93.08,0.1,0.05,0.0
"Marysville city, Kansas",Kansas,3447,136,3107,25,27,0,1682,20,45050,3.95,90.14,0.73,0.78,0.0
"Meade city, Kansas",Kansas,1505,138,1251,18,13,0,735,20,45325,9.17,83.12,1.2,0.86,0.0
"Medicine Lodge city, Kansas",Kansas,1781,102,1564,6,8,1,997,20,45500,5.73,87.82,0.34,0.45,0.06
"Merriam city, Kansas",Kansas,11098,1354,8019,719,289,8,5297,20,46000,12.2,72.26,6.48,2.6,0.07
"Minneapolis city, Kansas",Kansas,1946,57,1760,17,5,0,905,20,47075,2.93,90.44,0.87,0.26,0.0
"Mission city, Kansas",Kansas,9954,1138,7359,461,400,10,5641,20,47225,11.43,73.93,4.63,4.02,0.1
"Mission Hills city, Kansas",Kansas,3594,96,3236,4,113,1,1307,20,47350,2.67,90.04,0.11,3.14,0.03
"Moundridge city, Kansas",Kansas,1974,99,1782,19,7,1,901,20,48800,5.02,90.27,0.96,0.35,0.05
"Mulvane city, Kansas",Kansas,6286,307,5489,27,36,7,2465,20,49100,4.88,87.32,0.43,0.57,0.11
"Neodesha city, Kansas",Kansas,2275,81,1912,10,7,0,1170,20,49650,3.56,84.04,0.44,0.31,0.0
"Ness City city, Kansas",Kansas,1329,188,1109,1,0,0,710,20,49925,14.15,83.45,0.08,0.0,0.0
"Newton city, Kansas",Kansas,18602,3306,13602,427,163,3,8256,20,50475,17.77,73.12,2.3,0.88,0.02
"Nickerson city, Kansas",Kansas,1058,59,929,2,0,4,476,20,50525,5.58,87.81,0.19,0.0,0.38
"North Newton city, Kansas",Kansas,1814,140,1528,67,20,1,760,20,51225,7.72,84.23,3.69,1.1,0.06
"Norton city, Kansas",Kansas,2747,145,2424,18,20,0,1457,20,51500,5.28,88.24,0.66,0.73,0.0
"Oaklawn-Sunview CDP, Kansas",Kansas,2880,894,1241,110,402,2,1133,20,51810,31.04,43.09,3.82,13.96,0.07
"Oakley city, Kansas",Kansas,2046,170,1796,2,11,2,1006,20,51825,8.31,87.78,0.1,0.54,0.1
"Oberlin city, Kansas",Kansas,1644,52,1507,7,6,0,970,20,52000,3.16,91.67,0.43,0.36,0.0
"Ogden city, Kansas",Kansas,1661,210,1145,120,46,1,923,20,52275,12.64,68.93,7.22,2.77,0.06
"Olathe city, Kansas",Kansas,141290,17485,100691,8262,6293,115,51820,20,52575,12.38,71.27,5.85,4.45,0.08
"Osage City city, Kansas",Kansas,2861,109,2596,14,11,0,1344,20,53200,3.81,90.74,0.49,0.38,0.0
"Osawatomie city, Kansas",Kansas,4255,182,3639,136,15,1,1799,20,53225,4.28,85.52,3.2,0.35,0.02
"Osborne city, Kansas",Kansas,1335,25,1254,1,8,0,727,20,53325,1.87,93.93,0.07,0.6,0.0
"Oskaloosa city, Kansas",Kansas,1110,40,997,3,4,1,459,20,53375,3.6,89.82,0.27,0.36,0.09
"Oswego city, Kansas",Kansas,1668,66,1415,22,2,3,797,20,53450,3.96,84.83,1.32,0.12,0.18
"Ottawa city, Kansas",Kansas,12625,761,10689,251,53,6,5558,20,53550,6.03,84.67,1.99,0.42,0.05
"Overbrook city, Kansas",Kansas,1005,32,925,3,5,0,440,20,53725,3.18,92.04,0.3,0.5,0.0
"Overland Park city, Kansas",Kansas,197238,15423,144363,8854,18311,87,86539,20,53775,7.82,73.19,4.49,9.28,0.04
